Part ID,Supplier,Target OEM,Plant Location,Lead Time (Days),Component Category,Stock Status,Batch Quantity,Unit Cost (INR),Total Batch Value (INR),GST Rate (%),GST Amount (INR),Final Value with GST (INR)
PRT-IND-200444,Tata AutoComp,Tata Motors,Coimbatore,13,Electrical & Sensor,Overstocked,1633,"₹14,385.00","₹23,490,705.00",18,"₹4,228,326.90","₹27,719,031.90"
PRT-IND-200445,Tata AutoComp,Maruti Suzuki,Jamshedpur,35,Electrical & Sensor,Reorder Needed,110,"₹44,440.50","₹4,888,455.00",18,"₹879,921.90","₹5,768,376.90"
PRT-IND-200446,Tata AutoComp,Hero MotoCorp,Sanand,44,Electrical & Sensor,Optimal Stock,861,"₹32,045.50","₹27,591,175.50",18,"₹4,966,411.59","₹32,557,587.09"
PRT-IND-200447,Endurance Tech,TVS Motor,Chennai,38,Exhaust,Optimal Stock,896,"₹5,756.00","₹5,157,376.00",28,"₹1,444,065.28","₹6,601,441.28"
PRT-IND-200448,Endurance Tech,Bajaj Auto,Manesar,14,Engine Core,Optimal Stock,631,"₹4,093.00","₹2,582,683.00",28,"₹723,151.24","₹3,305,834.24"
PRT-IND-200449,Endurance Tech,Tata Motors,Pune,21,Braking System,Overstocked,1379,"₹39,878.00","₹54,991,762.00",28,"₹15,397,693.36","₹70,389,455.36"
PRT-IND-200450,Motherson Sumi,Bajaj Auto,Pune,24,Electrical & Sensor,Overstocked,1437,"₹17,799.00","₹25,577,163.00",18,"₹4,603,889.34","₹30,181,052.34"
PRT-IND-200451,Endurance Tech,TVS Motor,Pune,21,Transmission,Optimal Stock,1191,"₹28,220.00","₹33,610,020.00",28,"₹9,410,805.60","₹43,020,825.60"
PRT-IND-200452,Uno Minda,Hero MotoCorp,Coimbatore,16,Engine Core,Optimal Stock,987,"₹46,992.00","₹46,381,104.00",28,"₹12,986,709.12","₹59,367,813.12"
PRT-IND-200453,Bharat Forge,Mahindra & Mahindra,Pithampur,6,Electrical & Sensor,Overstocked,1485,"₹16,624.50","₹24,687,382.50",18,"₹4,443,728.85","₹29,131,111.35"
PRT-IND-200454,Uno Minda,Hero MotoCorp,Bengaluru,37,Engine Core,Optimal Stock,561,"₹12,610.50","₹7,074,490.50",28,"₹1,980,857.34","₹9,055,347.84"
PRT-IND-200455,Bharat Forge,Hyundai India,Chennai,20,Transmission,Optimal Stock,439,"₹33,571.00","₹14,737,669.00",28,"₹4,126,547.32","₹18,864,216.32"
PRT-IND-200456,Mahindra CIE,Maruti Suzuki,Manesar,33,Suspension,Overstocked,1891,"₹3,977.00","₹7,520,507.00",28,"₹2,105,741.96","₹9,626,248.96"
PRT-IND-200457,Bharat Forge,Tata Motors,Sanand,44,Electrical & Sensor,Overstocked,1675,"₹24,948.50","₹41,788,737.50",18,"₹7,521,972.75","₹49,310,710.25"
PRT-IND-200458,Motherson Sumi,Hyundai India,Coimbatore,31,Braking System,Overstocked,1792,"₹20,007.50","₹35,853,440.00",28,"₹10,038,963.20","₹45,892,403.20"
PRT-IND-200459,Tata AutoComp,TVS Motor,Bengaluru,37,Braking System,Reorder Needed,233,"₹39,158.50","₹9,123,930.50",28,"₹2,554,700.54","₹11,678,631.04"
PRT-IND-200460,Endurance Tech,Hyundai India,Pune,16,Engine Core,Overstocked,1944,"₹25,813.00","₹50,180,472.00",28,"₹14,050,532.16","₹64,231,004.16"
PRT-IND-200461,Mahindra CIE,Maruti Suzuki,Bengaluru,31,Exhaust,Reorder Needed,81,"₹46,200.00","₹3,742,200.00",28,"₹1,047,816.00","₹4,790,016.00"
PRT-IND-200462,Mahindra CIE,Mahindra & Mahindra,Pithampur,6,Suspension,Overstocked,1631,"₹41,110.00","₹67,050,410.00",28,"₹18,774,114.80","₹85,824,524.80"
PRT-IND-200463,Mahindra CIE,Mahindra & Mahindra,Chennai,11,Suspension,Optimal Stock,730,"₹41,606.50","₹30,372,745.00",28,"₹8,504,368.60","₹38,877,113.60"
PRT-IND-200464,Bharat Forge,Hero MotoCorp,Gurugram,22,Suspension,Overstocked,1406,"₹36,570.00","₹51,417,420.00",28,"₹14,396,877.60","₹65,814,297.60"
PRT-IND-200465,Motherson Sumi,TVS Motor,Chennai,42,Braking System,Optimal Stock,845,"₹13,520.00","₹11,424,400.00",28,"₹3,198,832.00","₹14,623,232.00"
PRT-IND-200466,Bharat Forge,Hyundai India,Coimbatore,26,Braking System,Overstocked,1905,"₹42,883.00","₹81,692,115.00",28,"₹22,873,792.20","₹104,565,907.20"
PRT-IND-200467,Tata AutoComp,Hero MotoCorp,Coimbatore,37,Transmission,Optimal Stock,398,"₹32,500.50","₹12,935,199.00",28,"₹3,621,855.72","₹16,557,054.72"
PRT-IND-200468,Motherson Sumi,Hero MotoCorp,Pithampur,20,Exhaust,Reorder Needed,278,"₹49,381.50","₹13,728,057.00",28,"₹3,843,855.96","₹17,571,912.96"
PRT-IND-200469,Uno Minda,Maruti Suzuki,Gurugram,25,Exhaust,Optimal Stock,1129,"₹14,846.50","₹16,761,698.50",28,"₹4,693,275.58","₹21,454,974.08"
PRT-IND-200470,Endurance Tech,Hyundai India,Pune,21,Engine Core,Optimal Stock,374,"₹38,019.50","₹14,219,293.00",28,"₹3,981,402.04","₹18,200,695.04"
PRT-IND-200471,Uno Minda,Mahindra & Mahindra,Coimbatore,41,Suspension,Overstocked,1865,"₹11,972.00","₹22,327,780.00",28,"₹6,251,778.40","₹28,579,558.40"
PRT-IND-200472,Tata AutoComp,Mahindra & Mahindra,Pune,20,Engine Core,Optimal Stock,950,"₹31,460.50","₹29,887,475.00",28,"₹8,368,493.00","₹38,255,968.00"
PRT-IND-200473,Bosch India,Hero MotoCorp,Coimbatore,13,Suspension,Optimal Stock,450,"₹16,464.00","₹7,408,800.00",28,"₹2,074,464.00","₹9,483,264.00"
PRT-IND-200474,Mahindra CIE,Tata Motors,Bengaluru,21,Transmission,Overstocked,1613,"₹27,056.50","₹43,642,134.50",28,"₹12,219,797.66","₹55,861,932.16"
PRT-IND-200475,Uno Minda,Tata Motors,Chennai,18,Suspension,Reorder Needed,148,"₹1,063.00","₹157,324.00",28,"₹44,050.72","₹201,374.72"
PRT-IND-200476,Motherson Sumi,Hyundai India,Jamshedpur,33,Engine Core,Optimal Stock,582,"₹25,365.50","₹14,762,721.00",28,"₹4,133,561.88","₹18,896,282.88"
PRT-IND-200477,Bosch India,Tata Motors,Jamshedpur,37,Engine Core,Overstocked,1594,"₹28,347.00","₹45,185,118.00",28,"₹12,651,833.04","₹57,836,951.04"
PRT-IND-200478,Endurance Tech,Tata Motors,Jamshedpur,26,Suspension,Overstocked,1409,"₹19,411.50","₹27,350,803.50",28,"₹7,658,224.98","₹35,009,028.48"
PRT-IND-200479,Motherson Sumi,TVS Motor,Jamshedpur,21,Electrical & Sensor,Overstocked,1564,"₹37,694.50","₹58,954,198.00",18,"₹10,611,755.64","₹69,565,953.64"
PRT-IND-200480,Uno Minda,TVS Motor,Chennai,31,Transmission,Overstocked,1645,"₹41,940.00","₹68,991,300.00",28,"₹19,317,564.00","₹88,308,864.00"
PRT-IND-200481,Bharat Forge,Hero MotoCorp,Pithampur,10,Braking System,Optimal Stock,650,"₹42,185.50","₹27,420,575.00",28,"₹7,677,761.00","₹35,098,336.00"
PRT-IND-200482,Bharat Forge,Bajaj Auto,Jamshedpur,16,Exhaust,Overstocked,1352,"₹40,274.00","₹54,450,448.00",28,"₹15,246,125.44","₹69,696,573.44"
PRT-IND-200483,Bharat Forge,Hero MotoCorp,Manesar,7,Engine Core,Overstocked,1500,"₹24,852.50","₹37,278,750.00",28,"₹10,438,050.00","₹47,716,800.00"
PRT-IND-200484,Motherson Sumi,Mahindra & Mahindra,Pithampur,18,Braking System,Optimal Stock,656,"₹40,137.50","₹26,330,200.00",28,"₹7,372,456.00","₹33,702,656.00"
PRT-IND-200485,Mahindra CIE,Bajaj Auto,Pithampur,35,Electrical & Sensor,Overstocked,1613,"₹17,376.50","₹28,028,294.50",18,"₹5,045,093.01","₹33,073,387.51"
PRT-IND-200486,Uno Minda,Maruti Suzuki,Coimbatore,16,Suspension,Reorder Needed,239,"₹25,806.00","₹6,167,634.00",28,"₹1,726,937.52","₹7,894,571.52"
PRT-IND-200487,Motherson Sumi,Bajaj Auto,Jamshedpur,22,Engine Core,Overstocked,1935,"₹18,599.50","₹35,990,032.50",28,"₹10,077,209.10","₹46,067,241.60"
PRT-IND-200488,Uno Minda,Tata Motors,Sanand,41,Electrical & Sensor,Optimal Stock,653,"₹2,687.00","₹1,754,611.00",18,"₹315,829.98","₹2,070,440.98"
PRT-IND-200489,Endurance Tech,TVS Motor,Chennai,41,Exhaust,Optimal Stock,559,"₹10,562.50","₹5,904,437.50",28,"₹1,653,242.50","₹7,557,680.00"
PRT-IND-200490,Mahindra CIE,Mahindra & Mahindra,Jamshedpur,29,Electrical & Sensor,Overstocked,1463,"₹35,188.50","₹51,480,775.50",18,"₹9,266,539.59","₹60,747,315.09"
PRT-IND-200491,Endurance Tech,Mahindra & Mahindra,Bengaluru,41,Electrical & Sensor,Optimal Stock,821,"₹8,813.50","₹7,235,883.50",18,"₹1,302,459.03","₹8,538,342.53"
PRT-IND-200492,Bharat Forge,Hyundai India,Bengaluru,33,Suspension,Optimal Stock,362,"₹35,862.00","₹12,982,044.00",28,"₹3,634,972.32","₹16,617,016.32"
PRT-IND-200493,Bosch India,TVS Motor,Pithampur,20,Engine Core,Optimal Stock,421,"₹20,436.50","₹8,603,766.50",28,"₹2,409,054.62","₹11,012,821.12"
PRT-IND-200494,Motherson Sumi,Bajaj Auto,Pithampur,30,Electrical & Sensor,Overstocked,1772,"₹30,192.00","₹53,500,224.00",18,"₹9,630,040.32","₹63,130,264.32"
PRT-IND-200495,Bharat Forge,Maruti Suzuki,Manesar,7,Braking System,Reorder Needed,269,"₹23,442.50","₹6,306,032.50",28,"₹1,765,689.10","₹8,071,721.60"
PRT-IND-200496,Bosch India,TVS Motor,Pithampur,6,Braking System,Optimal Stock,567,"₹37,354.50","₹21,180,001.50",28,"₹5,930,400.42","₹27,110,401.92"
PRT-IND-200497,Bharat Forge,Maruti Suzuki,Sanand,13,Exhaust,Overstocked,1214,"₹14,132.00","₹17,156,248.00",28,"₹4,803,749.44","₹21,959,997.44"
PRT-IND-200498,Bosch India,Maruti Suzuki,Coimbatore,37,Electrical & Sensor,Optimal Stock,771,"₹11,475.50","₹8,847,610.50",18,"₹1,592,569.89","₹10,440,180.39"
PRT-IND-200499,Bharat Forge,Tata Motors,Anantapur,35,Transmission,Overstocked,1641,"₹3,210.50","₹5,268,430.50",28,"₹1,475,160.54","₹6,743,591.04"
PRT-IND-200500,Motherson Sumi,Hero MotoCorp,Jamshedpur,39,Exhaust,Overstocked,1408,"₹16,339.00","₹23,005,312.00",28,"₹6,441,487.36","₹29,446,799.36"
PRT-IND-200501,Bharat Forge,Bajaj Auto,Pune,3,Braking System,Optimal Stock,330,"₹40,306.00","₹13,300,980.00",28,"₹3,724,274.40","₹17,025,254.40"
PRT-IND-200502,Tata AutoComp,Tata Motors,Pune,4,Braking System,Reorder Needed,290,"₹9,163.50","₹2,657,415.00",28,"₹744,076.20","₹3,401,491.20"
PRT-IND-200503,Tata AutoComp,Mahindra & Mahindra,Bengaluru,38,Suspension,Reorder Needed,250,"₹47,829.50","₹11,957,375.00",28,"₹3,348,065.00","₹15,305,440.00"
PRT-IND-200504,Tata AutoComp,Tata Motors,Chennai,34,Electrical & Sensor,Optimal Stock,575,"₹27,752.50","₹15,957,687.50",18,"₹2,872,383.75","₹18,830,071.25"
PRT-IND-200505,Endurance Tech,Hero MotoCorp,Pune,33,Transmission,Optimal Stock,485,"₹9,929.00","₹4,815,565.00",28,"₹1,348,358.20","₹6,163,923.20"
PRT-IND-200506,Bosch India,Bajaj Auto,Pithampur,17,Engine Core,Reorder Needed,73,"₹35,164.50","₹2,567,008.50",28,"₹718,762.38","₹3,285,770.88"
PRT-IND-200507,Tata AutoComp,Maruti Suzuki,Chennai,9,Braking System,Overstocked,1352,"₹40,112.50","₹54,232,100.00",28,"₹15,184,988.00","₹69,417,088.00"
PRT-IND-200508,Bosch India,Hero MotoCorp,Pithampur,17,Suspension,Optimal Stock,555,"₹7,368.00","₹4,089,240.00",28,"₹1,144,987.20","₹5,234,227.20"
PRT-IND-200509,Endurance Tech,Bajaj Auto,Jamshedpur,20,Suspension,Optimal Stock,903,"₹10,195.00","₹9,206,085.00",28,"₹2,577,703.80","₹11,783,788.80"
PRT-IND-200510,Tata AutoComp,Maruti Suzuki,Jamshedpur,31,Exhaust,Optimal Stock,1122,"₹49,358.00","₹55,379,676.00",28,"₹15,506,309.28","₹70,885,985.28"
PRT-IND-200511,Motherson Sumi,Hyundai India,Jamshedpur,24,Engine Core,Overstocked,1654,"₹28,911.50","₹47,819,621.00",28,"₹13,389,493.88","₹61,209,114.88"
PRT-IND-200512,Tata AutoComp,Maruti Suzuki,Pune,28,Exhaust,Reorder Needed,297,"₹40,932.50","₹12,156,952.50",28,"₹3,403,946.70","₹15,560,899.20"
PRT-IND-200513,Motherson Sumi,Mahindra & Mahindra,Coimbatore,30,Suspension,Optimal Stock,644,"₹12,636.00","₹8,137,584.00",28,"₹2,278,523.52","₹10,416,107.52"
PRT-IND-200514,Motherson Sumi,TVS Motor,Gurugram,22,Braking System,Overstocked,1749,"₹41,769.50","₹73,054,855.50",28,"₹20,455,359.54","₹93,510,215.04"
PRT-IND-200515,Endurance Tech,TVS Motor,Pithampur,14,Exhaust,Overstocked,1508,"₹42,431.00","₹63,985,948.00",28,"₹17,916,065.44","₹81,902,013.44"
PRT-IND-200516,Bosch India,Mahindra & Mahindra,Coimbatore,31,Transmission,Optimal Stock,913,"₹30,686.00","₹28,016,318.00",28,"₹7,844,569.04","₹35,860,887.04"
PRT-IND-200517,Uno Minda,Maruti Suzuki,Jamshedpur,10,Transmission,Optimal Stock,1118,"₹32,991.50","₹36,884,497.00",28,"₹10,327,659.16","₹47,212,156.16"
PRT-IND-200518,Motherson Sumi,Hyundai India,Anantapur,15,Transmission,Optimal Stock,518,"₹8,256.00","₹4,276,608.00",28,"₹1,197,450.24","₹5,474,058.24"
PRT-IND-200519,Mahindra CIE,Hyundai India,Gurugram,30,Exhaust,Optimal Stock,530,"₹39,428.00","₹20,896,840.00",28,"₹5,851,115.20","₹26,747,955.20"
PRT-IND-200520,Uno Minda,Hyundai India,Pithampur,31,Electrical & Sensor,Optimal Stock,323,"₹45,129.50","₹14,576,828.50",18,"₹2,623,829.13","₹17,200,657.63"
PRT-IND-200521,Tata AutoComp,Tata Motors,Sanand,17,Transmission,Optimal Stock,920,"₹23,313.00","₹21,447,960.00",28,"₹6,005,428.80","₹27,453,388.80"
PRT-IND-200522,Bharat Forge,Hero MotoCorp,Gurugram,34,Transmission,Overstocked,1892,"₹1,723.50","₹3,260,862.00",28,"₹913,041.36","₹4,173,903.36"
PRT-IND-200523,Mahindra CIE,Mahindra & Mahindra,Chennai,34,Electrical & Sensor,Overstocked,1735,"₹25,609.50","₹44,432,482.50",18,"₹7,997,846.85","₹52,430,329.35"
PRT-IND-200524,Bosch India,Tata Motors,Coimbatore,28,Transmission,Reorder Needed,64,"₹37,286.00","₹2,386,304.00",28,"₹668,165.12","₹3,054,469.12"
PRT-IND-200525,Bosch India,Maruti Suzuki,Jamshedpur,3,Braking System,Optimal Stock,964,"₹13,878.00","₹13,378,392.00",28,"₹3,745,949.76","₹17,124,341.76"
PRT-IND-200526,Mahindra CIE,Tata Motors,Bengaluru,25,Transmission,Optimal Stock,996,"₹42,192.00","₹42,023,232.00",28,"₹11,766,504.96","₹53,789,736.96"
PRT-IND-200527,Endurance Tech,Maruti Suzuki,Pune,9,Braking System,Overstocked,1352,"₹10,095.50","₹13,649,116.00",28,"₹3,821,752.48","₹17,470,868.48"
PRT-IND-200528,Endurance Tech,Mahindra & Mahindra,Gurugram,8,Exhaust,Optimal Stock,593,"₹40,365.00","₹23,936,445.00",28,"₹6,702,204.60","₹30,638,649.60"
PRT-IND-200529,Endurance Tech,Hyundai India,Sanand,14,Electrical & Sensor,Optimal Stock,1192,"₹23,285.50","₹27,756,316.00",18,"₹4,996,136.88","₹32,752,452.88"
PRT-IND-200530,Bharat Forge,Hyundai India,Pune,35,Engine Core,Overstocked,1794,"₹47,819.00","₹85,787,286.00",28,"₹24,020,440.08","₹109,807,726.08"
PRT-IND-200531,Uno Minda,TVS Motor,Anantapur,25,Suspension,Reorder Needed,214,"₹45,836.00","₹9,808,904.00",28,"₹2,746,493.12","₹12,555,397.12"
PRT-IND-200532,Motherson Sumi,Hyundai India,Gurugram,29,Suspension,Optimal Stock,524,"₹42,132.50","₹22,077,430.00",28,"₹6,181,680.40","₹28,259,110.40"
PRT-IND-200533,Mahindra CIE,Hyundai India,Coimbatore,6,Electrical & Sensor,Overstocked,1610,"₹1,374.50","₹2,212,945.00",18,"₹398,330.10","₹2,611,275.10"
PRT-IND-200534,Bharat Forge,Mahindra & Mahindra,Pune,37,Exhaust,Overstocked,1925,"₹28,573.00","₹55,003,025.00",28,"₹15,400,847.00","₹70,403,872.00"
PRT-IND-200535,Motherson Sumi,Maruti Suzuki,Jamshedpur,42,Exhaust,Optimal Stock,625,"₹9,184.50","₹5,740,312.50",28,"₹1,607,287.50","₹7,347,600.00"
PRT-IND-200536,Uno Minda,Mahindra & Mahindra,Coimbatore,34,Engine Core,Overstocked,1588,"₹37,798.00","₹60,023,224.00",28,"₹16,806,502.72","₹76,829,726.72"
PRT-IND-200537,Bharat Forge,TVS Motor,Coimbatore,30,Transmission,Overstocked,1323,"₹37,684.50","₹49,856,593.50",28,"₹13,959,846.18","₹63,816,439.68"
PRT-IND-200538,Endurance Tech,TVS Motor,Manesar,20,Transmission,Reorder Needed,193,"₹46,814.00","₹9,035,102.00",28,"₹2,529,828.56","₹11,564,930.56"
PRT-IND-200539,Motherson Sumi,Bajaj Auto,Jamshedpur,13,Suspension,Optimal Stock,973,₹799.50,"₹777,913.50",28,"₹217,815.78","₹995,729.28"
PRT-IND-200540,Tata AutoComp,Hyundai India,Anantapur,41,Electrical & Sensor,Optimal Stock,420,"₹20,586.50","₹8,646,330.00",18,"₹1,556,339.40","₹10,202,669.40"
PRT-IND-200541,Uno Minda,Bajaj Auto,Bengaluru,8,Suspension,Reorder Needed,197,"₹35,341.50","₹6,962,275.50",28,"₹1,949,437.14","₹8,911,712.64"
PRT-IND-200542,Tata AutoComp,TVS Motor,Coimbatore,9,Braking System,Optimal Stock,688,"₹5,330.00","₹3,667,040.00",28,"₹1,026,771.20","₹4,693,811.20"
PRT-IND-200543,Endurance Tech,Mahindra & Mahindra,Pune,11,Braking System,Optimal Stock,491,"₹28,355.00","₹13,922,305.00",28,"₹3,898,245.40","₹17,820,550.40"
PRT-IND-200544,Endurance Tech,Bajaj Auto,Jamshedpur,38,Braking System,Optimal Stock,1135,"₹42,903.00","₹48,694,905.00",28,"₹13,634,573.40","₹62,329,478.40"
PRT-IND-200545,Bharat Forge,Tata Motors,Anantapur,33,Braking System,Reorder Needed,213,"₹43,127.50","₹9,186,157.50",28,"₹2,572,124.10","₹11,758,281.60"
PRT-IND-200546,Mahindra CIE,Tata Motors,Anantapur,4,Transmission,Optimal Stock,1160,"₹16,916.50","₹19,623,140.00",28,"₹5,494,479.20","₹25,117,619.20"
PRT-IND-200547,Motherson Sumi,Hero MotoCorp,Jamshedpur,5,Braking System,Optimal Stock,456,"₹18,855.50","₹8,598,108.00",28,"₹2,407,470.24","₹11,005,578.24"
PRT-IND-200548,Motherson Sumi,Mahindra & Mahindra,Bengaluru,27,Braking System,Reorder Needed,254,"₹36,183.50","₹9,190,609.00",28,"₹2,573,370.52","₹11,763,979.52"
PRT-IND-200549,Mahindra CIE,Maruti Suzuki,Sanand,30,Transmission,Overstocked,1265,"₹16,825.50","₹21,284,257.50",28,"₹5,959,592.10","₹27,243,849.60"
PRT-IND-200550,Tata AutoComp,Bajaj Auto,Pithampur,12,Exhaust,Reorder Needed,296,"₹23,346.00","₹6,910,416.00",28,"₹1,934,916.48","₹8,845,332.48"
PRT-IND-200551,Bharat Forge,Maruti Suzuki,Bengaluru,44,Suspension,Overstocked,1773,"₹10,253.00","₹18,178,569.00",28,"₹5,089,999.32","₹23,268,568.32"
PRT-IND-200552,Uno Minda,Mahindra & Mahindra,Chennai,36,Electrical & Sensor,Overstocked,1645,"₹11,850.50","₹19,494,072.50",18,"₹3,508,933.05","₹23,003,005.55"
PRT-IND-200553,Endurance Tech,Bajaj Auto,Pithampur,14,Engine Core,Optimal Stock,667,"₹49,524.00","₹33,032,508.00",28,"₹9,249,102.24","₹42,281,610.24"
PRT-IND-200554,Endurance Tech,TVS Motor,Bengaluru,38,Engine Core,Overstocked,1694,"₹17,202.50","₹29,141,035.00",28,"₹8,159,489.80","₹37,300,524.80"
PRT-IND-200555,Bosch India,Tata Motors,Coimbatore,10,Exhaust,Optimal Stock,1053,"₹18,465.00","₹19,443,645.00",28,"₹5,444,220.60","₹24,887,865.60"
PRT-IND-200556,Uno Minda,TVS Motor,Pithampur,20,Electrical & Sensor,Reorder Needed,115,"₹35,082.00","₹4,034,430.00",18,"₹726,197.40","₹4,760,627.40"
PRT-IND-200557,Bharat Forge,Bajaj Auto,Pithampur,16,Braking System,Overstocked,1697,"₹14,843.00","₹25,188,571.00",28,"₹7,052,799.88","₹32,241,370.88"
PRT-IND-200558,Endurance Tech,Hero MotoCorp,Jamshedpur,7,Braking System,Optimal Stock,313,"₹15,770.00","₹4,936,010.00",28,"₹1,382,082.80","₹6,318,092.80"
PRT-IND-200559,Endurance Tech,Hyundai India,Chennai,14,Braking System,Optimal Stock,891,"₹15,812.50","₹14,088,937.50",28,"₹3,944,902.50","₹18,033,840.00"
PRT-IND-200560,Bharat Forge,Hero MotoCorp,Jamshedpur,42,Electrical & Sensor,Optimal Stock,654,"₹26,636.50","₹17,420,271.00",18,"₹3,135,648.78","₹20,555,919.78"
PRT-IND-200561,Motherson Sumi,Hyundai India,Chennai,21,Engine Core,Optimal Stock,657,"₹31,538.50","₹20,720,794.50",28,"₹5,801,822.46","₹26,522,616.96"
PRT-IND-200562,Bosch India,Hero MotoCorp,Coimbatore,32,Exhaust,Optimal Stock,872,"₹35,362.00","₹30,835,664.00",28,"₹8,633,985.92","₹39,469,649.92"
PRT-IND-200563,Motherson Sumi,TVS Motor,Anantapur,26,Engine Core,Overstocked,1365,"₹19,226.50","₹26,244,172.50",28,"₹7,348,368.30","₹33,592,540.80"
PRT-IND-200564,Motherson Sumi,Tata Motors,Chennai,17,Exhaust,Optimal Stock,403,"₹12,616.50","₹5,084,449.50",28,"₹1,423,645.86","₹6,508,095.36"
PRT-IND-200565,Bharat Forge,Hyundai India,Pune,40,Suspension,Reorder Needed,128,"₹40,254.50","₹5,152,576.00",28,"₹1,442,721.28","₹6,595,297.28"
PRT-IND-200566,Motherson Sumi,Bajaj Auto,Manesar,20,Braking System,Optimal Stock,995,"₹15,719.00","₹15,640,405.00",28,"₹4,379,313.40","₹20,019,718.40"
PRT-IND-200567,Uno Minda,Hyundai India,Sanand,38,Suspension,Optimal Stock,400,"₹10,946.00","₹4,378,400.00",28,"₹1,225,952.00","₹5,604,352.00"
PRT-IND-200568,Bharat Forge,Bajaj Auto,Gurugram,36,Suspension,Optimal Stock,834,"₹38,481.00","₹32,093,154.00",28,"₹8,986,083.12","₹41,079,237.12"
PRT-IND-200569,Bharat Forge,Maruti Suzuki,Chennai,13,Braking System,Overstocked,1224,"₹32,499.00","₹39,778,776.00",28,"₹11,138,057.28","₹50,916,833.28"
PRT-IND-200570,Uno Minda,TVS Motor,Anantapur,32,Transmission,Reorder Needed,237,"₹43,019.50","₹10,195,621.50",28,"₹2,854,774.02","₹13,050,395.52"
PRT-IND-200571,Tata AutoComp,Hyundai India,Manesar,9,Exhaust,Optimal Stock,993,"₹38,020.00","₹37,753,860.00",28,"₹10,571,080.80","₹48,324,940.80"
PRT-IND-200572,Endurance Tech,Hero MotoCorp,Jamshedpur,19,Engine Core,Optimal Stock,967,"₹47,709.50","₹46,135,086.50",28,"₹12,917,824.22","₹59,052,910.72"
PRT-IND-200573,Tata AutoComp,Maruti Suzuki,Coimbatore,12,Engine Core,Overstocked,1256,"₹3,652.50","₹4,587,540.00",28,"₹1,284,511.20","₹5,872,051.20"
PRT-IND-200574,Bharat Forge,Bajaj Auto,Coimbatore,35,Transmission,Overstocked,1420,"₹7,820.00","₹11,104,400.00",28,"₹3,109,232.00","₹14,213,632.00"
PRT-IND-200575,Tata AutoComp,Maruti Suzuki,Chennai,36,Electrical & Sensor,Overstocked,1304,"₹13,721.00","₹17,892,184.00",18,"₹3,220,593.12","₹21,112,777.12"
PRT-IND-200576,Mahindra CIE,Mahindra & Mahindra,Coimbatore,42,Transmission,Overstocked,1257,"₹9,293.00","₹11,681,301.00",28,"₹3,270,764.28","₹14,952,065.28"
PRT-IND-200577,Tata AutoComp,Bajaj Auto,Sanand,21,Exhaust,Optimal Stock,759,"₹41,161.50","₹31,241,578.50",28,"₹8,747,641.98","₹39,989,220.48"
PRT-IND-200578,Motherson Sumi,TVS Motor,Sanand,17,Exhaust,Overstocked,1908,"₹26,606.00","₹50,764,248.00",28,"₹14,213,989.44","₹64,978,237.44"
PRT-IND-200579,Motherson Sumi,Mahindra & Mahindra,Pithampur,25,Suspension,Overstocked,1360,"₹23,273.00","₹31,651,280.00",28,"₹8,862,358.40","₹40,513,638.40"
PRT-IND-200580,Mahindra CIE,Bajaj Auto,Sanand,27,Engine Core,Overstocked,1653,"₹39,455.00","₹65,219,115.00",28,"₹18,261,352.20","₹83,480,467.20"
PRT-IND-200581,Motherson Sumi,Mahindra & Mahindra,Jamshedpur,42,Braking System,Optimal Stock,387,"₹13,556.00","₹5,246,172.00",28,"₹1,468,928.16","₹6,715,100.16"
PRT-IND-200582,Motherson Sumi,Hero MotoCorp,Coimbatore,13,Transmission,Optimal Stock,323,"₹38,320.00","₹12,377,360.00",28,"₹3,465,660.80","₹15,843,020.80"
PRT-IND-200583,Uno Minda,Tata Motors,Anantapur,44,Exhaust,Optimal Stock,946,"₹17,335.50","₹16,399,383.00",28,"₹4,591,827.24","₹20,991,210.24"
PRT-IND-200584,Motherson Sumi,Tata Motors,Pune,39,Electrical & Sensor,Reorder Needed,159,"₹5,418.50","₹861,541.50",18,"₹155,077.47","₹1,016,618.97"
PRT-IND-200585,Bosch India,Mahindra & Mahindra,Gurugram,37,Suspension,Optimal Stock,620,"₹44,994.00","₹27,896,280.00",28,"₹7,810,958.40","₹35,707,238.40"
PRT-IND-200586,Uno Minda,Mahindra & Mahindra,Pithampur,8,Suspension,Overstocked,1372,"₹27,783.50","₹38,118,962.00",28,"₹10,673,309.36","₹48,792,271.36"
PRT-IND-200587,Tata AutoComp,Hyundai India,Chennai,35,Transmission,Optimal Stock,544,"₹27,212.00","₹14,803,328.00",28,"₹4,144,931.84","₹18,948,259.84"
PRT-IND-200588,Bosch India,TVS Motor,Bengaluru,17,Exhaust,Overstocked,1637,"₹12,824.00","₹20,992,888.00",28,"₹5,878,008.64","₹26,870,896.64"
PRT-IND-200589,Mahindra CIE,Maruti Suzuki,Coimbatore,29,Transmission,Reorder Needed,180,"₹32,841.00","₹5,911,380.00",28,"₹1,655,186.40","₹7,566,566.40"
PRT-IND-200590,Mahindra CIE,Tata Motors,Coimbatore,40,Suspension,Optimal Stock,931,"₹26,051.00","₹24,253,481.00",28,"₹6,790,974.68","₹31,044,455.68"
PRT-IND-200591,Endurance Tech,Hero MotoCorp,Jamshedpur,17,Electrical & Sensor,Optimal Stock,846,"₹25,011.00","₹21,159,306.00",18,"₹3,808,675.08","₹24,967,981.08"
